siteID,ELEV_MEAN_M_BASIN,ELEV_MAX_M_BASIN,ELEV_MIN_M_BASIN,ELEV_MEDIAN_M_BASIN,ELEV_STD_M_BASIN,ELEV_SITE_M,RRMEAN,SLOPE_PCT,ASPECT_DEGREES,PPTAVG_BASIN,PPTAVG_SITE,T_AVG_BASIN,T_AVG_SITE,T_MAX_BASIN,T_MAXSTD_BASIN,T_MAX_SITE,T_MIN_BASIN,T_MINSTD_BASIN,T_MIN_SITE,RH_BASIN,RH_SITE,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,JAN_PPT7100_CM,FEB_PPT7100_CM,MAR_PPT7100_CM,APR_PPT7100_CM,MAY_PPT7100_CM,JUN_PPT7100_CM,JUL_PPT7100_CM,AUG_PPT7100_CM,SEP_PPT7100_CM,OCT_PPT7100_CM,NOV_PPT7100_CM,DEC_PPT7100_CM,JAN_TMP7100_DEGC,FEB_TMP7100_DEGC,MAR_TMP7100_DEGC,APR_TMP7100_DEGC,MAY_TMP7100_DEGC,JUN_TMP7100_DEGC,JUL_TMP7100_DEGC,AUG_TMP7100_DEGC,SEP_TMP7100_DEGC,OCT_TMP7100_DEGC,NOV_TMP7100_DEGC,DEC_TMP7100_DEGC,STREAMS_KM_SQ_KM,MAINSTEM_SINUOUSITY,BFI_AVE,TOPWET,CONTACT,RUNAVE7100,WB5100_JAN_MM,WB5100_FEB_MM,WB5100_MAR_MM,WB5100_APR_MM,WB5100_MAY_MM,WB5100_JUN_MM,WB5100_JUL_MM,WB5100_AUG_MM,WB5100_SEP_MM,WB5100_OCT_MM,WB5100_NOV_MM,WB5100_DEC_MM,WB5100_ANN_MM,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,RIP100_DEV,RIP100_FOREST,RIP100_PLANT,RIP100_11,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,GEOL_REEDBUSH_DOM_PCT
s5739,229.3,810,140,201,93.4,148,0.133,6,298.3,125.02,120.48,15.83,16.1,22.87,0.377,23.1,9.59,0.207,9.7,66.9,68,904.7,3.2,0.042,7.32,7.62,11.16,11.48,15.2,11.87,9.06,6.81,10.93,10.72,13.08,10.18,4.19,6.63,11.1,16.43,20.5,24.78,27.26,26.9,23.06,17.05,10.51,5.65,1.08,2.05,20,12.52,1067.3,417.4,37.4,41.3,54,53.4,52.7,31.9,19,11,9.6,14,31.4,40.9,396.9,4.54,51.79,33.17,0.81,3.32,55.03,32.39,1.29,0.12,1.24,1.48,0.83,3.97,44.2,27.17,48.61,24.22,0.34,328.25,100
s5744,342.4,647,131,330,107.9,136,0.41,12,188.2,127.65,120.02,14.93,15.8,21.29,0.747,22.9,8.78,0.508,10,66.7,67,862.5,4.5,0.056,6.63,7.32,12,11.62,15.12,12.62,8.48,8.35,12.04,11.24,13.14,9.07,2.76,5.21,9.78,15.27,19.37,23.68,26.34,25.97,22.01,16.11,9.51,4.46,0.91,1.81,27.9,11.39,82.8,489.3,37.6,42.6,57.3,55.3,55.7,36.4,21.3,12.5,13.5,20.1,38.9,42.9,434,2.71,78.82,12.33,0.16,2.42,79.41,11.85,0.62,0.11,1.97,1.42,0.94,5.95,42.82,29.78,36.72,33.5,0.22,299.43,100
s5765,244.8,450,123,240,59.1,123,0.373,9.2,47.6,139.1,134.98,16.29,16.4,22.84,0.04,23,10.08,0.229,9.7,67,67,920.7,3,0.055,8.98,9.71,13.7,13.43,14.32,11.97,9.1,7.37,9.93,12.14,15.36,13.16,4.87,7.22,11.42,16.64,20.78,24.83,27.16,26.78,23.2,17.55,11.09,6.4,1.15,1.81,21,11.19,107.7,470.8,59.5,64.9,77.4,71.5,60,36.7,20.6,12,9.4,14.5,33.3,54.6,514.3,4.38,93.16,0.1,0.16,4.41,92.44,0.19,0.45,0.12,2.48,1.48,0.49,5.78,39.15,29.2,49.66,21.14,0.25,334.02,100
s5766,220.5,450,90,222,67.5,98,0.363,9.7,50.3,137.63,132.08,16.33,16.4,22.85,0.047,22.9,10.02,0.271,9.6,67,67,922.5,3,0.056,8.95,9.62,13.56,13.38,14.18,11.8,9.02,7.31,9.85,11.98,15.28,13.03,4.81,7.15,11.39,16.66,20.78,24.86,27.18,26.78,23.17,17.48,11.02,6.32,1.1,1.72,21.1,11.42,122,470.5,58.5,64.5,76.4,71.1,59.1,35.6,20,11.7,9.1,13.6,32.6,53.7,506,4.18,90.38,1.85,0.17,4.41,88.86,3.12,0.35,0.12,2.58,1.48,0.49,5.77,39.57,29.08,49.69,21.24,0.25,333.41,100
s5796,40.3,57,27,41,3.1,30,0.442,0.1,151.9,138.16,138.69,17.04,17.3,23.31,0.156,23.6,11.29,0.106,11.5,71,72,957.3,2,0.14,13.1,12,14.56,13.84,13.36,10.99,9.99,6.19,7.76,8.98,13.58,13.8,5.77,8.03,12.35,17.45,22.05,26.17,27.76,27.11,23.77,17.82,11.93,7.31,1.19,1.49,34.6,14.89,5354.4,565.4,68.7,83.4,89.2,80.6,56.8,32.8,20.3,10.5,9.8,7.3,22.6,50,532,4.26,0.06,87.46,0.69,3.86,0.1,85.4,1.13,0.17,0.56,1.47,0.18,1.53,60,48.44,42.75,8.81,0.35,377.63,100
s5798,72,223,14,59,38.3,15,0.278,1.6,214.1,143.82,148.55,16.68,18,23.17,0.658,24.4,10.68,0.719,11.7,69.8,74,933.1,2.3,0.126,13.45,11.72,15.21,14.07,14.03,11.76,10.67,7.41,8.4,8.9,13.55,14.65,5.51,7.72,12.06,17.14,21.55,25.52,27.26,26.7,23.46,17.45,11.6,7.06,1.1,1.79,26.3,13.66,2715.6,554.3,75.1,86.3,94,85.2,59.8,35.4,21.7,11.9,9.4,8.3,25.3,56.2,568.6,5.65,22.31,49.14,3.31,4.46,18.4,50.5,4.04,0.18,1.1,1.47,0.27,2.82,59.92,34.14,51.94,13.91,0.38,379.79,52
s5837,586.8,795,469,572,66.1,484,0.361,1.4,98.6,62.23,65.84,16.5,16.8,24.59,0.302,24.8,9.08,0.186,9.4,57.9,59,949,2,0.27,2.25,2.93,3.32,4.86,9.52,8.66,4.63,6.87,8.2,5.74,2.74,2.5,4.68,7.09,11.35,16.93,21.69,26.15,28.59,27.81,23.5,17.62,10.74,5.93,0.48,1.62,22.3,12.52,571.5,22.6,1,2,2,3.1,6,5,3,3,4.1,4.1,2,2,37.3,3.54,0.41,17.11,0.05,2.47,2.01,7.35,0.21,0.14,1.77,1.54,0.51,6,59.4,27.43,32.06,40.52,0.26,156.02,100
s5838,537.8,613,475,538,24.1,475,0.455,2.8,119.7,62.91,64.09,16.83,16.9,24.87,0.052,24.9,9.23,0.122,9.5,57.7,59,970,2,0.261,2.34,3.15,3.36,4.67,9.57,8.61,4.7,6.88,8.18,6.05,2.97,2.43,4.83,7.21,11.53,17.19,21.99,26.42,28.85,28.09,23.76,17.86,10.93,6.02,0.7,2.01,19.8,12.38,775.9,22.9,1.1,2,2,3,5.9,4.9,3,3,4,4.1,2,1.9,36.8,0,12.72,0,0.02,0,7.98,0,0.1,0.14,0.88,1.48,0.9,6,48.08,36.74,44.29,18.97,0.33,159.3,100
s5839,547,795,415,536,67.5,417,0.347,1.8,101.5,63.58,66.18,16.66,17,24.67,0.242,24.8,9.26,0.276,10,58.3,60,961.5,2,0.26,2.37,3.11,3.53,4.87,9.73,8.75,4.71,6.8,8.26,6.02,2.96,2.5,4.72,7.14,11.46,17.04,21.82,26.33,28.81,28.03,23.67,17.75,10.84,5.96,0.54,1.86,21.4,12.43,889.5,22.7,1.2,2.3,2.3,3.2,6.1,4.9,3,3,4,4.1,2.1,1.9,38.2,2.35,3.84,12.47,0.33,1.61,4.91,4.37,0.82,0.14,1.32,1.51,0.72,6,54.75,32.36,37.58,30.06,0.28,160.26,100
s5840,602.1,770,486,596,57.5,487,0.409,3,121.8,60.78,60.82,16.72,16.9,24.59,0.251,24.9,8.98,0.085,9.2,56.9,57,957.4,1.6,0.282,2.06,2.9,3.14,4.61,9.31,8.28,4.66,7.18,8.08,5.76,2.68,2.17,4.84,7.16,11.43,16.92,21.64,26,28.39,27.64,23.34,17.58,10.8,5.97,0.61,1.73,18.4,12.44,549.3,20.9,1,2,2,3,5.9,4.3,3,3,4.1,4,2,2,36.4,1.95,1.17,0.55,0.02,1.41,0.98,0.42,0.12,0.16,1.55,1.47,0.71,6,57.26,25.48,48.79,25.73,0.36,153.12,100
s5841,602.4,770,486,596,57.7,487,0.41,3,121.1,60.78,60.82,16.72,16.9,24.59,0.251,24.9,8.98,0.085,9.2,56.9,57,957.4,1.6,0.282,2.06,2.9,3.14,4.61,9.31,8.28,4.66,7.18,8.08,5.76,2.68,2.17,4.84,7.16,11.43,16.92,21.64,26,28.39,27.64,23.34,17.58,10.8,5.97,0.61,1.73,18.4,12.44,549.3,20.9,1,2,2,3,5.9,4.3,3,3,4.1,4,2,2,36.4,1.95,1.17,0.55,0.02,1.41,0.98,0.42,0.12,0.16,1.55,1.47,0.71,6,57.27,25.47,48.78,25.74,0.36,153.12,100
s5842,549.6,770,408,541,69.1,409,0.391,3,117.6,62.17,65.17,16.88,17.4,24.69,0.203,24.9,9.23,0.357,10.2,57.6,59,970.7,1.5,0.268,2.18,3.11,3.29,4.55,9.56,8.44,4.61,7.05,8.13,6.04,2.97,2.24,4.85,7.22,11.55,17.08,21.83,26.27,28.7,27.95,23.6,17.76,10.91,6.02,0.63,2.06,18.1,12.24,554.5,20.9,1,2.2,2.2,2.9,5.6,4.3,2.8,3,4,4,2,1.6,35.4,1.22,8.12,1.15,0.03,0.87,8.15,0.26,0.08,0.15,1.27,1.47,0.86,6,50.87,32.83,45.99,21.18,0.34,157.33,100
s5843,524,795,353,525,80.5,353,0.387,2.1,100.3,63.79,69.05,16.83,17.2,24.71,0.226,24.9,9.4,0.432,10.4,58.4,61,970.6,1.8,0.255,2.34,3.21,3.57,4.8,9.77,8.69,4.64,6.82,8.24,6.16,3.07,2.48,4.83,7.25,11.59,17.15,21.91,26.4,28.88,28.14,23.76,17.85,10.95,6.05,0.57,1.99,19.6,12.34,762.4,22.5,1.2,2.4,2.5,3.2,5.9,4.7,2.9,3,4,4,2,1.7,37.7,1.88,5.63,10.38,0.2,1.19,6.54,2.29,0.47,0.15,1.29,1.5,0.8,6,54.5,34.25,41.02,24.73,0.31,162.83,100
s5844,509.4,795,326,515,89,326,0.391,2,99.3,64.22,66.11,16.87,17.4,24.72,0.216,24.7,9.49,0.489,10.5,58.6,61,973.4,1.8,0.249,2.37,3.29,3.68,4.8,9.81,8.74,4.59,6.77,8.25,6.22,3.14,2.58,4.86,7.28,11.64,17.19,21.94,26.43,28.92,28.22,23.82,17.9,11,6.08,0.56,1.9,19.1,12.37,757,24.3,1.2,2.4,2.7,3.3,6,4.8,2.9,3,4,4,2.1,1.8,38.3,1.97,5.57,9.93,1.14,1.21,6.68,2.15,1.91,0.15,1.27,1.5,0.82,6,54.95,35.12,41.12,23.76,0.31,165.61,100
s5847,456.2,795,282,445,104.4,290,0.34,1.6,104.8,66.7,75.57,16.99,17.3,24.72,0.18,24.6,9.76,0.564,10.8,59.6,63,982,1.9,0.224,2.54,3.58,4.13,5.1,10.1,8.9,4.49,6.54,8.32,6.54,3.53,2.93,4.93,7.4,11.79,17.29,22.02,26.55,29.09,28.47,24.02,18.07,11.13,6.18,0.59,1.95,16.8,12.53,1167.9,30.1,1.7,3.1,3.7,4.2,7.2,5.4,3.1,3.1,4.2,4.2,2.5,2.2,44.7,2.77,3.85,11.87,1.19,1.89,5.67,3.25,2.31,0.15,1.07,1.51,0.84,5.99,56.01,36.8,41.88,21.33,0.32,179.02,100
s5880,451.3,937,199,424,146.6,209,0.342,2.7,129.1,82.53,102.08,15.86,17.2,23,0.495,23.8,8.88,0.967,10.8,61.7,64,929.7,3,0.199,2.95,3.75,6.65,7.51,12.98,10.4,5.69,6.33,9.03,8.07,5.09,4.08,3.24,5.88,10.36,15.94,20.48,25.27,28,27.55,23.17,16.97,9.75,4.67,0.61,2.35,26.1,12.35,362.5,85.3,6,7.3,11.7,12.6,19.6,12.7,6.9,5,5.5,6.8,6.6,6.7,107.4,4.78,10.28,26.02,1.11,3.42,14.67,20.43,3.35,0.16,1.89,1.51,0.81,5.92,50.53,24.31,46.1,29.59,0.32,218.93,99.8
s5902,400.8,705,239,384,79.6,247,0.347,17.3,211.7,157.3,146.85,14.85,15.2,21.83,0.438,22.8,9.75,0.259,9.5,66.2,66,840.2,3.8,0.028,8.98,10.09,14.78,14.24,17.51,14.13,12.5,7.36,13.78,14.47,15.47,14.13,4.43,6.38,10.74,15.86,19.85,24.14,26.31,26.12,22.43,16.69,10.36,5.56,0.57,2.14,22,11.09,83.6,604.6,72.4,75.8,91.6,89.8,84.4,56,35.2,18.6,18.4,31.1,58.9,77.8,710,2.01,95.25,0.58,0,4.9,91.35,1.24,0,0.1,1.84,1.49,0.45,5.94,41.26,28.05,57.27,14.68,0.26,389.18,100
s5952,164.2,815,25,137,102.8,30,0.176,5,159.3,141.91,135.05,16.06,16.7,23.2,0.585,24.1,9.91,0.619,10.4,67,68,902.3,2.7,0.042,9.62,9.93,13.47,12.91,14.43,12.24,10.62,7.34,10.63,12.37,14.99,13.43,5.2,7.4,11.64,16.67,20.81,24.95,27.15,26.78,23.17,17.23,11.04,6.48,1.09,2.19,22.5,12.57,759.4,605.8,62.3,68.9,77.7,74.7,62.8,38.3,23,12.9,11.3,16,37.9,60.3,546,4.96,68.97,10.97,2.25,4.04,64.62,10.89,3.4,0.13,1.69,1.48,0.66,4.36,48.98,28.65,47.84,23.51,0.3,370.34,88.6
s5955,350.5,567,241,347,54.2,243,0.336,10.6,74.9,151.71,146.42,16.45,16.6,22.87,0.12,22.9,10.31,0.248,10.1,66.3,67,922.1,3,0.046,9.05,10.61,15.14,14.57,15.37,13.3,9.72,8.02,11.11,14.34,16.77,14.13,5.35,7.53,11.49,16.51,20.73,24.65,27.02,26.79,23.2,17.66,11.38,6.75,0.99,1.49,19.9,10.94,87.9,432.6,66.5,71.6,84,78.6,66.2,41.1,23.4,13.4,10.8,18.1,40.6,63.6,577.9,3.46,96.01,0,0.01,3.51,95.92,0,0.03,0.12,1.93,1.48,0.52,5.81,36.67,29.95,49.48,20.57,0.26,361.32,100
s5964,64.5,121,47,60,12.6,49,0.237,0.5,79.6,134.65,134.6,16.87,17.1,23.3,0.136,23.6,10.89,0.113,11.1,69.2,70,943.9,2.1,0.093,11.37,10.67,13.42,13.44,12.52,9.77,10,7.8,8.31,10.92,12.73,13.7,5.66,7.86,12.24,17.3,21.76,25.87,27.67,27.06,23.61,17.7,11.48,6.95,1.06,2.69,30.9,14.08,2067.9,405.2,63.5,73.7,80.2,71.8,52.6,28.7,18.3,10.3,8.2,9.5,22.8,47.5,487.2,9.42,28.07,41.84,1.76,6.76,29.34,36.08,2.28,0.18,1.02,1.47,0.67,2.16,60,36.81,49.03,14.16,0.39,349.63,92.5
s5965,65.6,125,38,61,16.1,40,0.318,0.8,83.3,135.46,136.53,16.91,17.1,23.44,0.154,23.5,10.94,0.164,11.2,69.5,70,944.4,2.1,0.103,11.92,11.07,13.72,13.38,12.42,9.95,9.92,7.59,8.3,10.66,12.9,13.64,5.81,8.03,12.35,17.37,21.81,25.9,27.66,27.03,23.65,17.77,11.65,7.15,1.18,2.82,32,13.62,1384.2,401.6,65.8,76.9,82.7,73.4,52.2,29,18.4,10.3,8.9,9.9,23.5,47.8,498.9,6.93,38.65,27.92,1.19,5.19,37.87,20.81,1.48,0.17,0.98,1.48,0.63,2.3,60,30.48,52.22,17.3,0.39,358.19,80.4
s6009,15.3,43,1,14,8.2,1,0.341,0.1,186.1,158.9,156.43,19.34,19.5,25.75,0.167,25.7,13.91,0.276,14.1,74.4,76,1032.6,0,0.024,16.49,11.56,12.8,11.94,15.16,13.73,13.22,11.95,13.05,11.22,13.52,14.26,10.3,12.26,15.84,19.98,23.77,26.96,28.06,27.88,25.55,20.5,15.24,11.54,0.44,1.76,24.9,14.65,6474.2,626,85,86.6,72.7,63.3,50.1,33.1,22.3,14.3,13.2,17.9,28.4,60.4,547.4,8.5,6.96,56.6,0.5,5.56,2.32,38.42,2.49,0.2,0.55,1.49,1.04,1.69,59.92,29.69,58.3,12.01,0.46,574.32,100
s6012,60.7,134,15,57,21.8,15,0.384,1.5,156.1,156.67,158.15,18.74,19.2,25.39,0.141,25.6,12.73,0.279,13.4,72.5,74,1004.7,0,0.047,15.75,11.69,13.35,11.32,14.77,13.52,12.48,10.63,11.85,11.48,14.23,15.58,9.09,11.26,14.95,19.13,23.09,26.34,27.79,27.63,25.03,19.65,14.29,10.4,0.56,1.7,33.5,13.21,607.5,587.5,86.1,85.7,76.7,64.6,54,34.9,21.8,14.2,13.2,18,33.2,68.2,570.5,5.38,51.09,3.34,0.13,2.45,32.07,0.87,0.39,0.17,1.72,1.51,0.78,3.06,59.94,24.82,45.86,29.32,0.37,522.92,88.3
s6050,108.5,234,29,106,37,31,0.388,2.4,140.8,120.58,132.83,18.63,18.8,25.15,0.319,25.6,12.36,0.245,12.4,70.4,72,1012.4,0.3,0.038,10.37,8.84,9.72,9.37,12.72,11.43,6.95,7.16,9.85,11.54,11.49,11.16,8.37,10.54,14.41,18.74,22.67,26.23,28.12,28.02,24.91,19.54,13.77,9.67,0.61,1.84,21.9,12.53,466.9,215.1,43.4,46.9,42.7,40.7,33.2,21.7,11.8,7.5,7.4,11.1,19.7,35.2,321.2,7.34,36.96,21.47,1.8,3.44,31.26,12.55,3.67,0.13,2.38,1.49,0.57,3.97,57.13,27.42,35.66,36.92,0.33,360.61,100
s6077,280.2,459,124,288,56.3,152,0.466,2.4,91.9,86.44,93.58,17.83,18.4,24.79,0.184,24.8,11.41,0.539,12.6,62.8,65,1007.6,1,0.103,3.94,5.39,6.91,7.45,12.6,9.21,5.36,5.63,7.83,10.57,5.93,5.65,6.36,8.77,13.04,18.02,22.27,26.61,29.14,28.94,24.82,19.03,12.43,7.73,0.54,2.04,11.8,12.27,431.7,78.1,7.6,11.2,14.2,16.6,19.4,12,6.6,4.6,5.1,8.1,6.9,9,121.2,19.3,14.15,7.72,2.08,10.85,25.55,8.67,4.77,0.14,1.05,1.47,0.79,5.91,44.97,33.57,37.81,28.63,0.29,261.61,100
s6087,281.4,401,178,281,42,183,0.463,2.9,132,94.52,96.1,17.24,17.6,24.31,0.124,24.6,11.14,0.222,11.8,63.7,64,981.8,1.1,0.085,4.39,5.9,7.78,8.22,13.18,9.75,5.81,5.48,9.37,11.45,6.93,6.31,5.78,8.19,12.59,17.57,21.82,26.25,28.84,28.74,24.58,18.76,12.13,7.15,0.7,1.44,12.4,12.06,424.5,163.5,11.5,15.2,20.3,22.3,25.2,15.1,8.3,5.6,6.8,9.9,11.8,12.7,164.4,4.68,13.22,17.03,0.65,2.68,22.21,16.59,2.36,0.14,1.01,1.46,0.78,5.87,47.33,33.54,43.03,23.42,0.3,280.84,100
s6091,229.8,401,134,218,49.3,142,0.359,1.7,152.1,98.35,96.61,17.4,18,24.29,0.254,24.7,11.41,0.413,12.3,63.9,64,989.7,1.1,0.069,4.82,6.37,8.23,8.51,13.52,9.95,5.9,5.54,9.24,11.89,7.43,6.93,5.86,8.35,12.64,17.7,21.97,26.41,28.97,28.86,24.74,18.91,12.28,7.38,0.61,1.66,12.3,12.49,627.2,163.4,13.1,18.1,23.6,26,28.8,17,9.2,6,7,10.2,12.7,14.8,186.5,11.79,10.58,28.43,5.92,6.78,21.02,19.39,11.78,0.15,0.92,1.47,0.9,5.56,54.16,39.35,40.27,20.39,0.33,289.8,100
s6098,197.2,238,144,197,18.6,148,0.566,1.3,187.8,100.19,99.34,18.03,18.5,24.6,0.086,24.8,11.97,0.168,12.4,64,64,1020.2,1,0.062,5.48,6.64,8.07,9.14,13.7,10.22,6.08,5.49,8.05,11.84,7.79,7.72,6.5,9.04,13.23,18.15,22.45,26.81,29.17,29.02,25.07,19.26,12.72,8.01,0.3,1.28,15,12.39,984.2,422.1,14.7,19.6,24.3,29.9,28.5,18.2,9.8,6.1,6.8,9,11.4,17.1,195.3,92.87,1.42,2.62,0.08,79.54,11.06,1.93,0.6,0.16,0.48,1.41,1.66,5.95,44.93,48.66,41.58,9.77,0.32,292.88,100
s6099,249.9,456,113,246,62.5,119,0.399,2.1,125.6,91.63,98.39,17.77,18.3,24.64,0.295,24.9,11.54,0.548,12.5,63.4,64,1005.9,1,0.086,4.36,5.85,7.47,8.02,13.01,9.51,5.61,5.58,8.23,11.14,6.58,6.28,6.28,8.72,12.99,17.97,22.24,26.61,29.13,28.97,24.87,19.06,12.47,7.71,0.57,1.91,12,12.35,542.1,121.1,10,14.1,18,20.8,23.2,14.1,7.7,5.1,5.8,8.7,9,11.7,148.3,22.34,12.57,14.37,3.2,12.24,23.74,12.66,6.85,0.15,0.96,1.47,0.9,5.73,49.26,37.36,38.68,23.96,0.31,273.9,100
s6113,231.9,456,91,221,66.4,100,0.386,1.9,132,94.17,98.77,17.79,17.8,24.61,0.313,24.9,11.62,0.53,12.3,63.5,65,1005.7,1,0.075,4.7,6.15,7.68,8.28,13.15,9.68,5.71,5.52,8.23,11.33,7.01,6.73,6.32,8.76,13.02,18,22.26,26.62,29.11,28.96,24.91,19.1,12.53,7.77,0.54,1.88,12.7,12.4,635.2,157,12.2,16.8,20.4,23.4,25.3,15.5,8.3,5.5,6,9,9.9,13.7,166.1,23.19,12.39,16.89,3.46,12.72,24.91,12.89,6.96,0.15,0.89,1.46,1.05,5.64,50.1,40.18,38.9,20.92,0.31,280.62,100
s6122,182.8,284,106,182,36.2,109,0.431,1.6,127.7,95.76,99.15,18.47,17.9,25.1,0.101,25.1,12.12,0.111,12.5,64.6,66,1029.8,1,0.044,5.55,6.85,7.8,8.5,12.66,9.39,5.2,5.7,7.75,10.93,7.57,7.86,7.12,9.48,13.69,18.46,22.63,26.84,29.15,29.06,25.26,19.51,13.16,8.55,0.5,1.49,11.8,12.48,818,178.2,16.5,20.8,21.9,25.3,27.3,16.6,8.4,5.7,5.6,8.2,9.3,17.9,183.7,8.1,12.17,36.8,1.45,4.95,31.68,21.26,4.09,0.16,0.67,1.42,1.45,5.17,53.82,49.59,37.65,12.76,0.32,280.89,100
s6124,133.2,198,91,134,17.4,93,0.394,1.2,94,103.41,103.99,18.61,18.6,25.35,0.073,25.5,12.51,0.047,12.6,66.2,66,1025.3,0,0.015,6.54,7.54,8.61,8.39,12.54,9.65,5.05,5.95,9.05,11.27,9.41,9.41,8.01,10.25,14.33,18.89,22.89,26.69,28.78,28.8,25.41,19.86,13.91,9.35,0.52,1.46,11.3,12.9,568.8,191.8,24.8,29.1,28.2,28.2,28.2,17.6,8.7,6.2,6.7,9.1,13.1,25.5,225.5,6.75,13.88,40.95,0.32,3.16,29.07,25.04,0.53,0.15,1.15,1.51,1.16,4.87,60,37.25,41.86,20.89,0.39,293.05,100
s6128,189.6,456,46,176,75.5,57,0.35,1.8,140,98.19,114.38,18.06,18.7,24.84,0.403,25.7,11.89,0.547,12.1,64.7,70,1011.3,0.8,0.041,5.69,6.79,8.08,8.52,12.82,9.74,5.59,5.61,8.3,11.41,7.93,7.73,6.88,9.23,13.42,18.26,22.45,26.64,28.97,28.88,25.04,19.31,12.95,8.29,0.55,1.68,12.6,12.54,735.3,179.9,17.6,22.4,24.2,26.4,26.9,16.4,8.6,5.7,6.1,9.2,11.5,18.1,193.2,16.63,14.28,26.68,3.45,8.97,26.66,18.05,7.17,0.15,1.27,1.46,1.09,5.19,53.64,39.7,37.46,22.83,0.32,290.99,100
s6147,68.8,133,22,68,19.8,28,0.422,0.8,136.6,121.13,126.38,19.82,19.9,25.99,0.059,26.1,13.91,0.192,14.3,71.2,73,1066.1,0,0.031,9.95,7.81,8.01,9.17,13.34,12.25,7.34,8.98,11.87,10.84,11.86,9.78,10.15,12.08,15.8,20.01,23.81,27.05,28.53,28.57,25.79,20.87,15.39,11.37,0.44,1.63,16.4,13.16,408.3,239,35.9,40.2,30.2,28.7,26,18.7,10.4,7.8,8.8,12.8,20.6,29.5,269.5,26.21,28.15,19.18,0.6,10.66,26.66,11.02,1.81,0.12,3.63,1.58,0.55,3.21,59.99,22.42,29.66,47.92,0.25,357.76,97
s6155,80.8,153,17,85,26.9,20,0.469,1.5,138.9,129.82,134.43,19.17,19.7,25.66,0.074,26,13.18,0.225,13.9,71,72,1031.5,0,0.015,11.29,8.39,9.14,9.44,13.86,13.69,7.85,8.94,11.91,11.73,12.24,11.3,9.61,11.48,15.25,19.42,23.25,26.59,28.18,28.14,25.29,20.2,14.77,10.77,0.73,1.49,24.1,12.65,331.1,292.8,47.8,49,40,37,31.3,26.2,14.4,9.6,10.6,16.7,24.8,38.6,346,7.59,45.72,11.34,0.62,3.48,34.11,10.75,0.9,0.14,2.72,1.47,0.39,2.95,60,28.34,31.82,39.84,0.3,373.3,63.9
s6340,61.8,129,20,58,21.5,20,0.384,0.4,150.1,109.93,111.77,20.49,20.7,26.85,0.055,27,14.4,0.209,14.8,71,73,1097.4,0,0.071,7.98,6.81,6.8,8.26,13.78,12.17,6.27,8.08,11.81,11.3,9.09,7.61,11.11,13,16.63,20.76,24.34,27.37,28.74,28.88,26.3,21.65,16.34,12.31,0.58,1.48,12.3,13.89,2699.6,233.1,21.4,24.9,19.1,19.7,21,17.1,8.8,6.6,8,12.8,14.5,17.5,191.3,3.14,31.23,45.29,0.26,2.29,26.87,33.26,0.4,0.13,2.03,1.52,0.77,4.81,59.81,27,31.77,41.23,0.31,352.33,92.1
s6342,36.4,64,14,35,9.3,17,0.448,0,167.2,112.73,112.2,20.65,20.7,26.78,0.053,26.9,14.65,0.13,14.9,72.2,74,1101.9,0,0.081,8.24,6.97,6.9,8.02,13.59,12.15,7.12,8.52,12.91,11.29,9.24,7.79,11.41,13.21,16.72,20.8,24.42,27.36,28.63,28.74,26.32,21.75,16.59,12.59,0.55,1.54,11.6,14.45,4796.4,235.6,21.9,26.1,19.7,18.7,19.7,17.2,9,7,10.8,16.3,15.6,18.2,200.1,3.58,4.19,82.49,0.21,2.78,5.09,59.39,0.46,0.15,0.64,1.51,0.88,5.38,60,34.08,33.8,32.12,0.35,363.14,100
s6379,290,453,163,285,64.5,167,0.438,3.1,165.7,86.87,81.91,19.9,20.7,26.41,0.435,27.4,13.7,0.461,14.3,65.3,66,1078,0,0.12,4.41,5.05,5.31,6.94,11.56,11.6,5.12,6.21,8.16,10.28,6.88,5.45,10.18,12.29,16.12,20.22,23.85,27.21,28.56,28.62,25.88,20.91,15.32,11.23,0.51,1.54,27.1,12.33,730.8,141.9,9.8,10.9,8,8.2,11.5,9.5,4.9,4.3,5.8,9.1,8.3,8.9,99.1,61.03,24.3,0.15,0.12,48.8,28.45,0.12,0.42,0.11,0.62,1.43,1.87,5.92,32.36,45.79,42.54,11.67,0.22,277.8,100
s6390,349.1,719,120,323,143.1,124,0.382,5.1,155.4,83.39,78.47,19.44,20.7,26.37,0.848,27.9,13.06,1.219,14.4,63.7,66,1045,0,0.137,4.02,4.89,5.14,6.73,10.88,11.06,5.15,6.82,7.82,9.84,6.07,5.02,9.9,12,15.85,19.99,23.63,26.92,28.2,28.23,25.53,20.61,14.98,10.89,0.58,1.97,40.7,11.92,494.7,95.5,8.5,10,8.1,7.7,10.3,9.2,4.7,4.6,5.8,8.5,7.4,8.6,93.4,25.16,32.49,8.55,0.89,17.72,30.53,5.58,2.67,0.12,1.01,1.44,2.05,5.92,36.36,42.24,42.62,15.14,0.23,276.27,100
